x
A1.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A1.MAA001862.3_39_F.1.1,TM_baron_mouse_for_baron
A10.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A10.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A11.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A11.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A11.MAA001861.3_39_F.1.1,TM_baron_mouse_for_baron
A11.MAA001862.3_39_F.1.1,TM_baron_mouse_for_baron
A12.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A12.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A12.MAA001862.3_39_F.1.1,TM_baron_mouse_for_baron
A12.MAA001868.3_38_F.1.1,TM_baron_mouse_for_baron
A13.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A13.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A13.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A14.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A14.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A14.MAA000910.3_10_M.1.1,TM_baron_mouse_for_baron
A14.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A14.MAA001862.3_39_F.1.1,TM_baron_mouse_for_baron
A14.MAA001868.3_38_F.1.1,TM_baron_mouse_for_baron
A15.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A15.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A15.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A15.MAA001862.3_39_F.1.1,TM_baron_mouse_for_baron
A16.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
A16.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A16.MAA000910.3_10_M.1.1,TM_baron_mouse_for_baron
A16.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A17.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A18.MAA000884.3_10_M.1.1,TM_baron_mouse_for_baron
A18.MAA001857.3_38_F.1.1,TM_baron_mouse_for_baron
A19.MAA000577.3_8_M.1.1,TM_baron_mouse_for_baron
